景点,comments
东关街,东关街，这里应该真是条古老的街道。我看了下墙壁，石砖，不会是后来搞得。人流很多，摩肩擦踵，小吃也很多。我就住这里的民宿。很有体验感
东关街,我在进街的地方，有个馆子。在这吃的，印象中比较贵，扬州炒饭加个啥丝。一共六十块吧。弄得我有点肉疼，建议晚饭去对面皮市街吃，便宜些
东关街,从栏杆进来，我就住在这个如意小住吧。箱子里面，进去还不错，单间还有马桶和淋浴。有蚊香空调热水器。一百多一夜，反正我很喜欢。
东关街,长乐客栈，我就看看都没进去。实际上我住的是这边巷子里的民宿。不贵！有单间，还有卫生间。想不到设计的还不错。大家可以试试！
东关街,古香古色的，晚上非常热闹，街边店铺鳞次栉比，各种各样的物品琳琅满目，各种小吃，饮料数不胜数
东关街,扬州的一条老街，体验老扬州人生活的好地方。
东关街,扬州东关街是一条又名的历史街区，也是一条有名的网红打卡街，这条线上历史文物，百年老店比比皆是，但也有很多新颖的网红打卡点，历史和现代在这里碰撞，很值得来这里看看。
东关街,东关历史文化街区位于扬州市古城核心区域，东至泰州路古运河一线，西傍小秦淮河，南至古运河，北临护城河。从古运河旁的东关城楼进去，直到国庆路为止十里长街连市井，小巷星罗棋布，如“鱼脊骨”状分布。知名的街巷：徐凝门大街、彩衣街、观巷、皮市巷等坐落其中。漫步十里长街，人文资源丰富，文物古迹众多。名人故居、盐商大宅、庙宇园林、古树老井比比皆是。店铺林立，各种小吃琳琅满目，充满了人间的烟火气。 东关街的夜景十分漂亮。霓虹灯下，灯光闪烁，似乎正在叙说东关街的繁华、曾经的前尘往事、安逸的生活、未来的发展……
东关街,在这条长达1122米的街道上，你可以找到各种各样的扬州美食，从早到晚，从主食到点心，从素菜到荤菜，应有尽有，让你大饱口福，到扬州怎么能不去东关大街
东关街,东关街历史街区是富含历史故事的一条街，如果对历史感兴趣的话，不妨去东关街历史街区去逛一下，既可以增长历史知识，又可以消磨时间，非常值得
东关街,好啊。实在是太好了呀。东关街历史街区。扬州当地著名景点之一旅游必到之处打卡之处拍照取景休闲旅游必到之处。非常值得去的地方。夜景很美漂亮
东关街,这个好。好地方啊。东关街历史街区，扬州当地著名景点之一旅游必到之处打卡拍照取景休闲旅游必到之处。吃喝玩乐一条龙样样有。非常好有特色。
东关街,距离第一次来扬州已过去好几年，自己都不记得多久了，现在再过来感觉变化好大，但是以前吃过的美食依然在，边逛边吃边看，一点不耽误！
东关街,步入东关街，一眼望去，映入眼帘的是一排排瓦房和砖石结构的建筑，这里是扬州历史文化的缩影。东关街内既有民居，又有商铺，还有一些传统的手工艺坊。扬州的特色文化在这里你都可以看到，并且可以亲身体验一番。
东关街,位于江苏省扬州市市中心的一条著名的历史老街，古香古色的江南特别古建筑，各种地方风味的美食，是休闲度假的首选之地
东关街,东关街历史街区整体布置的很ins风，很多角落都可以拍照，还有店里布置的很好可以打卡。????????????
东关街,这里是与市民生活最贴近的一条古街，既承载着明清以来的古朴，又烙上了现代文明的痕迹。观前街、河坊街，南昌的万寿宫，南京的夫子庙，这些曾去过的名街，早已没有了多少历史的痕迹，东关街不是。
东关街,东关街一天到晚许多人，可以好好逛逛街，有许多的特色小吃，也有许多特色买手店，也可以逛个园！
东关街,历史很悠久的一条古街 著名的个园就在这条街上 商铺林立 游客如织 商品丰富 值得一游
东关街,东关街历史街区是打卡网红地，欣赏历史文化，看历史建筑，品尝当地美食风味。
东关街,东关街还是挺不错的啊，历史文化街区，和孩子一起逛逛夜市也是不错的选择
东关街,总的来说非常好的一次体验，可能还有更多有趣的玩法，希望下次继续来探索
东关街,东关街很不错的啊，带着孩子一起出门逛逛，感受下，还真的是挺好的呢
东关街,东关街是历史古街，商铺林立，古朴天然，有地方特色，回望古代的繁华，可以从个园大门进去先游个园，这也是著名园林，是游园的绝佳之地，里面人文景色建筑具佳，从后门出去正是东关古街，逛街看景，各色小吃等等，出了古街是东关城楼，城楼外是古运河的东关码头，都是著名景点。
东关街,现在看来就那样吧，也没有什么特殊的地方，逛吃逛喝还是可以的
东关街,去扬州一定要去看看，里面有好多小吃还有一些名人故居可以参观
东关街,东关街还是挺不错的呢，主要是晚上一起出门逛逛呀，也太棒了吧
东关街,【景色】非常优美 【趣味】有老南京的历史故事 【性价比】极高
东关街,扬州非常有名的景点，看沉淀的历史，品扬州美食，夜游古渡。
东关街,不错，铭记历史，相信历史会公正的。
东关街,扬州的历史名街，有很多有名小吃店，两大江南园林也在附近
东关街,环境很好，因为人不是很多，就更有氛围了，不错下次还来！
东关街,【景色】非常喜欢 【趣味】非常感谢 【性价比】非常适合
东关街,东关街历史街区是扬州打造的一条商业化老街，推荐！
东关街,关东街，特殊民俗街，承载着一段历史，值得去品味
东关街,真的太好了吧，真的太好了吧，真的太好了吧，
东关街,东关街历史街区，扬州历史文化的重点历史遗迹
东关街,扬州的一个仿古旅游景点，人挺多的，晚上好玩
东关街,东关街是扬州城最具代表性的一条历史老街。它东至古运河边，西至国庆路，全长1122米，原街道路为长条板石铺设。这条街不仅是扬州水陆要冲，而且是商业、手工业和宗教文化中心。街面上市井繁华，商家林立，行当俱全，生意兴隆。
东关街,从皮市街沿着古巷子溜达到东关街。哇！人山人海！东关街全长千余米，商居穿插、店铺相邻，各种老字号，最著名的有四美酱园、谢馥春香粉店、绿扬春茶叶店、大麒麟阁茶食店等等，这些老店都近200年的历史。 各色小吃也花色繁多，黄桥烧饼、叠汤圆、豆腐脑、胡辣汤、牛皮糖、皮包水的早茶、必须要大饱口福。 话不多说先满足一下我们的味蕾，老字号宴喜楼几个地道的小菜，扬州炒饭一盘三人没够吃，再加半份，估计老板被我们这食量吓一跳。 吃饱再逛吃：四喜汤圆，本以为是小不点儿的，肚肚有缝可以吃下，惊呆??咋这么大一个啊！咸口的芥菜味，第一次品尝，说不上喜欢但不难吃。打包桂花糕、盐水鹅酒店宵夜。
东关街,"东关街是扬州城里最具代表性的一条历史老街，现为国家4A级旅游景区，2010年被评为中国历史文化街区。全长1122米,距今已有1200年的历史。东关街是扬州近代工商业起步的发祥地,街内尚存三和四美酱园、谢馥春香粉店、绿杨春茶叶等众多商业老字号；有熊成基故居、李长乐故居、曹起溍故居、张玉良故居等50多处名人故居；有保存完好的盐商宅第街南书屋、道教建筑武当行宫及冬荣园等历史遗存。"
东关街,老街的文化气息，悠远古长，还是很不错的
东关街,扬州的东关街，晚上值得一去，小吃挺多的
东关街,这么好的地方要好好维护才对，把卫生弄好
东关街,历史悠久，古色古香，还有各种有趣的东西
东关街,美食众多，繁华热闹，赶紧行动起来吧！
东关街,烟花三月下扬州，充满古色古香的一条街
东关街,人流如织啊，就是商铺同质化太严重了。
东关街,在现实里寻找历史的缩影，最好的时光。
东关街,运河文化的代表，扬州的历史文化沉淀。
东关街,东关街，一条古老的传说大街，美食多多
东关街,古色古香的东关街，外地游客必打卡之地
东关街,不错哦，很热闹的长街，去过几次，喜欢
东关街,非常好玩的一个地方，适合全家出游。
东关街,扬州东关街，来扬州一定要去的地方
东关街,很多好吃的哈，还是建议去玩的哈。
东关街,至少，每个旅游城市都有一条主题街，东关，应该就是扬州的那一条了，虽说大多数商品千篇一律，但毕竟无论从建筑，还是当地一些特色小点，还是集中了一些地方特色的，有空兜兜也蛮好的。
东关街,历史感满满，适宜慢慢走走逛逛。
东关街,吃喝玩乐，一应俱全。值得一去。
东关街,灯火霓裳，古色古香的东关街历史街区。笔直的一条街区，建议从东门遗址进入，然后一路逛到国庆路出口。街道两边各种店铺，有些扬州本地特色的纪念品和小吃店。
东关街,位于江苏省扬州市，是扬州城里最具有代表性的一条历史老街。它东至古运河边，西至国庆路，全长1122米。东关街以前不仅是扬州水陆交通要道，而且是商业、手工业和宗教文化中心。 街面上市井繁华、商家林立，行当俱全，生意兴隆。陆陈行、油米坊、鲜鱼行、八鲜行、瓜果行、竹木行近百家之多。东关街上的“老字号”商家就有开业于1817年的四美酱园、1830年的谢馥春香粉店、1862年的潘广和五金店、1901年的夏广盛豆腐店、1909年的陈同兴鞋子店、1912年的乾大昌纸店、1923年的震泰昌香粉店、1936年的张洪兴当铺、1938年的庆丰茶食店、1940年的四流春茶社1941年的协丰南货店、1945年的凌大兴茶食店、1946年的富记当铺，此外还有周广兴帽子店、恒茂油麻店、顺泰南货店、恒泰祥颜色店，朱德记面粉店等。东关街是扬州手工业的集中地，前店后坊的连家店遍及全街，如樊顺兴伞店、曹顺兴箩匾老铺、孙铸臣漆器作坊、源泰祥糖坊、孙记玉器作坊、董厚和袜厂等。
东关街,东关街 | 古今融合、美食遍布 从个园南门出来就是东关街 这条街不长，不进店逛的话，大约30分钟就能走完 小吃店、酒吧、特产店、修脚店、谢馥春、民宿等一应俱全 晚饭吃点特色小吃 酒足饭饱后沿着古色古香的街道溜溜，十分惬意 这个竹筒奶茶30元，只适合拍照 冰淇淋+奶茶都没什么味道，量还大 非常占胃口，错过许多小吃，不推荐 不确定是不是没有一只鹅能活着走出 扬州 反正大街小巷到处都是卖卤鹅的
东关街,东关街是扬州最具有代表性的一条历史老街。它东至古运河边，西至国庆路，全长1122米。东关街以前不仅是扬州水陆交通要道，而且是商业、手工业和宗教文化中心。街面上市井繁华、商家林立，行当俱全，生意兴隆。陆陈行、油米坊、鲜鱼行、八鲜行、瓜果行、竹木行近百家之多。
东关街,东关街历史街区是挺不错的，小吃店也多，扬州小吃尽收囊中！
东关街,扬州是个好地方，烟花三月下扬州，东关街是扬州著名的小吃街，历史老街，也是扬州著名的旅游景点之一，全程1公里左右，适合逛逛吃吃～
东关街,晚上去绝对的超值，各式各样的小吃，各种美景尽收眼底，绝对的人山人海，跟白天完全是两种不同的感觉，东关街去了绝对不会后悔的地方。
东关街,不错的地方有空可以再去看看。非常的不错哈。
东关街,扬州的东关街在瘦西湖东，在个园南面，是一条历史名街，改革开放以后是服装一条街，现在是小吃街，游客非常多，周末就更热闹一些。
东关街,扬州东关街是国务院首批公布的中国24座历史文化名城之一。自大运河开通后，这条外依运河、内连城区的通衢大道，逐步成为最活跃的商贸往来和文化交流集聚地。经过千年的积淀，街内留下丰厚的历史遗存和人文古迹，堪称中国大运河沿线城市中保存最为完好的商业古街 。
东关街,这次来东关街，走得比较完整。我们是从西面的四望亭那里走过来，一直走到了东关渡口码头。一路上看到了商铺林立，各具特色，也看到了许多古迹，名人故居。这里是扬州城里最具有代表性的一条历史老街。也是中国历史文化名街。这里很值得逛逛。这里有的“老字号”商家，如四美酱园、谢馥春香粉店、夏广盛豆腐店、庆丰茶食店等等。这里也有个园这样的著名景点。有时候靠近宋大城遗址这边还有官员巡游表演。
东关街,瘦西湖是扬州的三月烟花，而东关街是扬州的四季烟火。 大清，1817年的四美酱园、1830年的谢馥春香粉店、1862年的潘广和五金店、1901年的夏广盛豆腐店、1909年的陈同兴鞋子店……延续至今，古韵不息，繁盛依旧。 这条街以前不仅是扬州水陆交通要冲，而且是商业、手工业和宗教文化中心。街面上市井繁华、商家林立，行当俱全，生意兴隆。陆陈行、油米坊、鲜鱼行、八鲜行、瓜果行、竹木行近百家之多。 东关街也是扬州手工业的集中地，其前店后坊的格局遍及全街。如樊顺兴伞店、曹顺兴箩匾老铺、孙铸臣漆器作坊、源泰祥糖坊、孙记玉器作坊、董厚和袜厂等
东关街,一直听说过一句诗:“故人西辞黄鹤楼，烟花三月下扬州”，虽说三月是扬州最美的季节，但无奈和女朋友的时间一直没有协调好，兜兜转转女朋友毕业了，答应给她一次毕业旅行。我想我现在终于可以实现了，来之前考虑过去扬州还是苏州，百般纠结之后还是选择了稍近的扬州，苏州就留给下一次旅行吧。 和女朋友来之前，一直憧憬着扬州的美食和美景，并做好了充足的攻略。早早地在网上定好了车票和宾馆，我很幸运地抢到了一晚88的大床房（苏华宾馆），或许是7月份到扬州游玩的人比较少吧。最最重要的是宾馆就在东关街对面，走几步路就到了个园，骑个车10来分钟也能到何园和瘦西湖。所以位置真的是得天独厚，也算是便宜实惠吧。我们是下午两点多到了扬州火车站，坐86路或者26路到琼花观下，本来还想下车能到琼花观看一下，因为琼花作为扬州市的市花，我觉得还是值得一看的。网上一看评论傻了，原来琼花都谢了，好吧，就此作罢。下次去可以到琼花观和朱自清故居一游，弥补这次的遗憾。到宾馆放下行李，我们问老板东关街在哪，老板笑了笑说就在对面那条街，我们开心之余蹦蹦跳跳的到了对面，作为两个吃货，想到终于可以见到期盼已久的东关街（美食街），口水都留下来了。 东关街白天人并不多，也许是淡季的缘故吧。我记得我们吃了鸡翅包饭，俄罗斯大肉串，西瓜汁，豆腐脑，赵氏叠汤圆等。一直听说赵氏叠汤圆很有名，进去之后老板会很耐心的给你推荐，由于我们前面吃了太多小吃，汤圆店里我都吃不下了。后来听了一位小哥哥的意见，点了两个肉汤圆和两个荠菜汤圆，我吃了一个荠菜的感觉还不错。 晚上我们就在东关街一侧逛了一下，有一些特色的店，比如扬州三把刀、谢馥春、扬州脚艺等。感觉扬州人好会享受生活，可以穿着美丽的扬州旗袍（有很多卖刺绣，丝巾，旗袍的店），擦着谢馥春的粉，坐在大红板凳（扬州漆器）上扇着扇子，再来一份蟹黄汤包和一杯茶，晚上再做个脚泡个澡，一天生活多惬意。可怜的我们两天之后就要滚回家了……我和女朋友在一家纪念品店里给自己的朋友家人寄去了明信片，把往日的情意都浓缩成字里行间几句话，说实话我还是第一次做这种事情，感觉真的很有纪念意义。寄一张明信片只要6元，感觉真的很划算，我们跟老板说明天就可以寄，第一天游玩到此结束。
东关街,扬州白天瘦西湖，下午晚上就来东关街。何况东关街还有个园等园林。可以美团35元联票。推荐从西向东行，是那种老街+美食+民俗形式，可以一路吃加逛加拍照，但有电动车快速穿梭，挺不好的。估计是附近里弄的居民，来了几次，有小朋友的家庭，切记看管好。出了东门城楼（上楼加钱）是东关古渡，可以向北导航约600米整点到古渡码头坐船，80元来回。
东关街,这条老街真心好长啊！从西门入口走到东门东关古渡，逛逛看看买买小吃，用了三个多小时，因为我们还进到旁边的几个小胡同兜了兜，沿途好多古色古香的特色小店，有吃的有玩的，有纪念品有特色旅店，青瓦白墙的明清建筑很有历史感，保护的也不错。小吃众多，吃到了网评的粗茶淡饭藕粉圆子，在弄堂里面买到的豆皮居然味道不输武汉的，真心不容易。还有地方特色的烧饼，又大又实惠，好多层，一个下去好饱啊！总之就是一次性价比很好的老街体验。
东关街,兜兜转转，在扬州呆了五天，每天都去东关街觅食，人热情，东西也不贵，夜景也不错，非常喜欢，两个人一百块进街开始吃，吃的饱饱的，美美的，东关街里面有一家水包皮茶社，东西卖相好，味道更好，值得试一试，还有一家赖氏四喜丸子（名字的大概意思是这样）的店，司机大哥们都推荐去，但是想起来的时候去看没有营业，没有尝到，大家可以试一试，也可能是个人原因，在特别喜欢吃臭豆腐，所以东关街好多家店的都吃过了，味道都不一样，个人比较喜欢东关街西边出口附近的一个摊位，是一个饭店老奶奶开的，摊位就在饭店门口，值得一提的是这个出口出来正对着的是将家乔饺面店
东关街,很喜欢东关古街，虽然是新修的仿古街，与杭州的河坊街、厦门的中山路、上海的城隍庙、成都的锦里、北京的南锣鼓港相类似，很有感觉。星期一去的，人不多全程散步逛完；然后步行至便益门广场码头坐船游古运河至南门遗址码头；再回到东关街看夜景。扬州美食也甚多，粗茶淡饭的桂花糯米藕、桂花藕粉圆、红烧狮子头，皮包水，聚香斋的酥饼、豆腐花，赵氏叠汤圆……
东关街,最爱扬州，当然不能少了东关街，它是扬州城里最具代表性的老街。而且，酷爱美食和古城的你一定不能不来这里。从东关古渡，大运河那边直接来的这里，早上和夜晚分别来了一次超级繁华，各种商店和小吃都开放了。扬州这边”有早上皮包水，晚上水包皮”，早点美美哒，吃的蟹黄包，扬州特色酥饼，虾饺面，我可是第一次吃呀，就是面条和饺子在一起，还有大的汤圆，超大一个。当然，最著名的还是数扬州炒饭了，还有烫干丝，胡辣汤，跟小伙伴吃的那是一个开心。另外，东关街里的特产也还便宜，姜糖非常多，还有姜汤，冷冷的天喝一杯正好暖暖胃，哈，还有牛皮糖，青豆家奶酪另外，这里店铺多的还有丝绸，价格都比较合理，拿回去当纪念品送人都可以。另外，这里有一个大帅哥，在门口吹笛，总之，吃货的世界，你来就对了。
东关街,人头攒动，各类小吃种类繁多，价格公道
东关街,还是不错的地方的，点个赞再说吧……
东关街,点个赞再说吧，还是不错的地方的
东关街,东关街是扬州城里最具有代表性的一条历史老街。它东至古运河边，西至国庆路，全长 1122 米，原街道路面为长条板石铺设，这条街以前不仅是扬州水陆交通要冲，而且是商业、手工业和宗教文化中心。街面上市井繁华、商家林立，行当俱全，生意兴隆。陆陈行、油米坊、鲜鱼行、八鲜行、瓜果行、竹木行近百家之多。 东关街，作为一条扬州最有名的古街，不仅有文艺的精品店、美味的小吃，还有精美的个园，以来都是旅客、摄影爱好者最喜欢的地方。趁着今天是周六，正午的时候带着 70D 和小痰盂便去东关街扫街啦。
东关街,值得去看一看，有历史的痕迹，多了解下历史知识，边走边看。
东关街,感觉很多城市都有这样的古色古香商业街，扬州也不例外。年后错峰去的，这里游客依旧很多很多，一眼望去都是密密麻麻的人，顿时失去了游玩的兴致。 本来想买一杯网红竹筒奶茶就走的，结果排队的游客说等了1小时都拿不到，立马放弃。也不想打卡个园何园，我一看到人多就怕。 喜欢挤热闹的，可以来逛逛。不喜欢人多，就不推荐了。毕竟，我们走到个不堵车的地方打车也是挺费力的。
东关街,东关街就在著名景区个园的后门，是扬州城里最具有代表性的一条历史老街，这里是免费景区。古街东至古运河边，西至国庆路，全长1122米，原街道路面为长条板石铺设，这条街以前不仅是扬州水陆交通要冲，而且是商业、手工业和宗教文化中心。目前东关街不仅各色店铺林立很多店铺，都是前店后厂很有特色，而且还中了众多古迹文物有个园、逸圃、汪氏小苑，街南书屋等等。游览古街时可乘人力三轮车，车夫带讲解你会知道早上皮包水、晚上水包皮的意思。如果加钱还会带你去其他地方，比如盐运使衙门，御码头等等。
东关街,从个园出来就直接到了东关街上，很古老的一条街，街上两侧都是商铺，但是卖的东西和其他的古镇古街都差不多，但是几个很好的淮扬菜馆可以去尝尝。白天去了一下，很热，人也很多，晚上也去了一下，不热了，灯都亮起来了，很漂亮，但是人更多了。假期出来都是这样吧。
东关街,第一次来扬州，白天游玩了瘦西湖，晚上来到了热闹的东关街，一进去就看到好多美食，作为一个同江苏的地区的人，觉得这街真心不错，吃了串串，扬州大香肠，鱿鱼，椰汁，特色的扬州老酸奶，逛下来，没买什么东西，吃了不少，返程往回走的时候，下起了蒙蒙细雨，令人心情愉快。有机会一定会再来的
东关街,住在关东街口的七天，晚上闲着没事去逛逛的～古色古香还是挺有味道的，但是作为一个长期在苏州生活，经常逛平江路山塘街斜塘老街的人，这些街道大多大同小异，连有些店铺设置都差不多。 怎么说呢，专门来当做景点挺没劲的，如果白天逛逛个园，晚上住在附近再逛逛这里还比较有感觉～ 街口第一家黄桥烧饼，价格不高，椒盐味真的很难吃。。。不造四不四冷了的缘故，又硬又干。。。葱油味还好，我对椒盐太失望了就没尝老爹那份桂花和豆沙的，据说味道也不咋地。。 馄饨，豆腐花，干丝，狮子头，蟹黄汤包都是扬州有名的小吃，经营的店也比较多。在街最西头出来有一个饺面店，门面挺大，人也不少，价格真心便宜，我跟老爹点了一份大煮干丝和鸡蛋面，撑到走不动～才28！！ 街里面大爆鱿鱼，章鱼小丸子，薯塔之类之类就没必要讲了，完全不是扬州特色。。。
东关街,依托老房子和名人故居建立的历史街区，靠近个园南门的一片经过整修，原本力图恢复清末的风貌，但总体感觉很新，和其它的仿古商业区区别不大。与其连成一片的东圈门一带以及不远的富春茶社周边，基本保持了上世纪八十年代的老样子，狭窄蜿蜒的小巷，两边是虽破旧却往往是主人的祖辈就开始居住的房子。富春茶社喝完早茶，一路沿着小巷向北逛逛其实很不错，可顺序游览东圈门、东关街，个园。只是游玩时需注意电动车，多且速度快，有的还带有货物。当然不要误解，当地人是比较友善的。
东关街,扬州东关街，是来扬州必去的一个景点，免费，夜晚的东关街更加迷人，家家户户会把灯笼点亮，整个街道在灯光的晖映下，格外迷人，东关街，卖各种扬州特色的小吃和特产，价格都不贵，大家可以根据自己的需要买些送家人和朋友，有几家店的小吃特别有名且好吃，推荐给大家：聚香斋的豆腐脑和烧饼，人均10元，每天都很多人，扬州小刀面的面也不错，汤好喝，还有粗茶淡饭的藕园，很Q，不贵，还有一些特产，绿叶的牛皮糖，三和四美的酱菜，都不错，推荐哦。。。
东关街,扬州东关街，是曹雪芹曾经的故乡，据说还能他老房子大概位置现在都还能找到。东关街，是一个历史感的老街，扬州老风情尽显其中，值得一游。
东关街,扬州的历史街区，建筑都颇有些古韵古意，挺有特色的。街区里闲逛，大多以当地美食小吃的商铺为主。印象深刻的，自然是淮扬菜色，大煮干丝是最爱，口感滑嫩又鲜美，每次去必点。也有些时尚小吃，可以选择搭配。休闲游可以去走走看看。
东关街,东关街历史街区，倒真是一个老街区，只是大部分都是当地居民的住宅，就一条街，是新造的，跟步行街一样，充满了现代的商业气息，不过我还是挺喜欢的。
东关街,东关街历史文化街区，免费的哦，很好玩，文艺复古街巷，我就在附近居住，吃了晚饭去转转，淮扬菜，小吃等都不贵，文艺店应有尽有
东关街,街道和城墙，很像是古装电视剧里面的，两排的商铺，也买着一些古香古色的商品，油伞，扇子，丝绸，吊坠这些；这边有最地道的扬州美食，一定不要错过
东关街,非常棒哦，当地著名地标建筑！著名打卡地！人气旺啊！各种小吃街挺好的呀非常大气开心愉快的一天开始了哈哈赞！夜景很美哦！物美价廉哦开心愉快！
东关街,东关街是一个内容很丰富的去处，各种元素非常多，古今中外现在商业街里都能看到，经常逛逛，总是能够有新的体验，今天再看看更多的东关街。
东关街,扬州一条具有代表性的历史老街。它东至古运河边，西至国庆路，市井繁华、商家林立！陆陈行、油米坊、鲜鱼行、八鲜行、瓜果行、竹木行近百家之多！和东关街紧紧相连的是东圈门的古街区，现在这两条街现已结合起来，推荐一逛！
东关街,扬州东关街位于江苏省扬州市，是扬州城里最具有代表性的一条历史老街。它东至古运河边，西至国庆路，全长1122米。东关街以前不仅是扬州水陆交通要道，而且是商业、手工业和宗教文化中心。 街面上市井繁华、商家林立，行当俱全，生意兴隆。景色不错。性价比也不错。
东关街,得到家人的一致认可，太有成就感了，下次继续来！这个太棒了，完全是我的心头好呀，给大家疯狂安利是他们家的老顾客啦，因为性价比非常高，每次来都会有新的惊喜不具体展开了，总之是一次不错的??用餐体验，有机会还会再来虽然今天人有点多，但是服务人员配置齐全，服务很到位，态度也很不错
东关街,一条历史文化保留较好的街道，目前两旁多是商铺，商业气息比较严重，古老的城门还能依稀看出当年的繁华，总体来说还是值得一去的
东关街,东关街上总有新的的元素，老城门是东关街的起点，门外很大的空场是平时大家休闲的区域，老先生也在拉琴，大家都享受着岁月静好。
东关街,出了个园南门，便是繁华的东关街了，与先前的幽静豪宅仅一墙之隔！街上汇集了众多风味小吃还有玲琅满目的杂货店，和丽江、西塘、甚至湖州的衣裳街异曲同工。吃到了有名的黄桥烧饼，但却不是小时候吃到的那种葱油饼，这边的用到了肉松、肉铺、牛肉等等不同馅料，略有些小遗憾。不过聚香斋的豆腐脑真的不错，可以推荐给大家！还吃到了鸭血粉丝汤，感觉也就那么一回事吧，所谓的锅贴真是和湖州金和点心完全不好比，现在就期待明早的冶春茶社喝早茶啦！
东关街,这里晚上真的很热闹，是以前的东门遗址。有灯光秀，我来的时候这里的楼正在维修。对面是扬州古渡口，有游船！我买票是一百块。最晚一班好像是九点！
东关街,挺漂亮哦开心快乐每一天每一天哦哦赞赞赞！扬州著名地标建筑，非常漂亮赞！夜景很美哦！文化历史底蕴浓郁！很有年代感，游人如织！晚上去挺好的呀！
东关街,值得推荐，扬州特色的民间巷子，有很多生活的气息，体现出扬州的与众不同。
东关街,东关街历史街区，晚上逛更有人气。华灯初上，很有历史感。穿过东关门楼很有穿越到古代人声鼎沸的商业街的感觉。随意逛逛小店，还有在经营扬州小吃，很有人气的粗茶淡饭，聚香斋品尝地道桂花藕圆，桂花糯米藕，狮子头，扬州炒饭，黄桥烧饼等淮扬小吃，很棒！
东关街,每次去扬州都要去东关街遛遛，买点特产，牛皮糖，咸菜什么的，再吃个早饭和晚饭！淮扬菜绝对是最好的！
东关街,扬州东关街历史街区是一条必须去打卡游玩的好去处，这条街有很多早些年有名的店铺，如中药铺，化妆品铺，服装铺，当然还有扬州的各种各样的美味小吃，到扬州的朋友一定要去这里逛逛哦！
东关街,古朴、雅致的感觉，这里还走出来了一位国家领导人哦
东关街,非常棒哦赞赞赞！历史文化名村名城，古迹特别好看的，挺好的呀非常满意开心快乐每一天嗯嗯好的赞挺漂亮哦开心愉快的一天开始了哈哈赞！
东关街,景区很大免费的，很多好吃的，好玩的还可以。
东关街,扬州最著名的景点之一，东头是京杭大运河，交通便利，到其他打卡景点范围在2-3公里，所以游客众多，简直寸步难行 和所有老街一样，装修古色古香，小吃，土特产很多，不时有电动车驶过，不太安全 但是人太多了，体验很差
东关街,【景色】一般 【趣味】可以 【性价比】免费
东关街,来扬州必逛东关街历史街区，最喜欢这种浓浓的历史味道，尤其是小吃，具体不记得位置了，但是有家豆腐脑，吃了久久不能忘怀。 不要忘记体验泡脚哦。
东关街,东关街历史街区是中国十大历史文化名街之一，也是最能代表扬州历史的地方。这里汇集了几乎所有的扬州老字号和历史名人和巨富的故居，尤其到晚上，是最热闹的时候。
东关街,到扬州可以去看一下，个园及一些盐商私宅都在这一带，还有如谢複春老店旧址等，现在又增加了些商业性开发，工艺纪念品和小吃店，成为消费旅游的网红打卡地了。
东关街,现代和传统文化的融合，很像夫子庙一条街，逛逛吃吃，个园也在文化街区里
